,Name,Population,Total Enrolled,City,State,Latitude,Longitude,Cluster
0,ADVENTHEALTH UNIVERSITY,2259,1802,ORLANDO,FL,28.576141693000068,-81.36768715399995,399
1,FLORIDA CAREER COLLEGE-BOYNTON BEACH,723,681,BOYNTON BEACH,FL,26.542857268000034,-80.09219037499997,397
2,TREND BARBER COLLEGE,87,74,HOUSTON,TX,30.013145875000077,-95.44840231499995,364
3,STRAYER UNIVERSITY-PENNSYLVANIA,2190,2190,TREVOSE,PA,40.13962069400003,-74.96301849199995,52
4,JOLIE HEALTH & BEAUTY ACADEMY-CHERRY HILL,85,76,CHERRY HILL,NJ,39.880220552000026,-75.00528053499994,52
5,SAN FRANCISCO FILM SCHOOL,70,40,SAN FRANCISCO,CA,37.782193343000074,-122.40679160199994,353
6,REND LAKE COLLEGE,2101,1802,INA,IL,38.13148101100006,-88.91828310799997,-1
7,WAUBONSEE COMMUNITY COLLEGE,8569,7564,SUGAR GROVE,IL,41.798044,-88.458796,-1
8,MIAMI UNIVERSITY-MIDDLETOWN,1815,1640,MIDDLETOWN,OH,39.523776,-84.35724,142
9,CENTRAL YESHIVA BETH JOSEPH,35,23,BROOKLYN,NY,40.615475,-73.959376,369
10,WESTERN TECHNICAL COLLEGE,653,579,EL PASO,TX,31.877798854000048,-106.42589093599997,-1
11,TULSA TECHNOLOGY CENTER,4868,3985,TULSA,OK,36.112948334000066,-95.88908942799998,276
12,CHAMBERLAIN UNIVERSITY-OHIO,744,744,COLUMBUS,OH,39.94044891600004,-82.94049278499995,234
13,UNITED THEOLOGICAL SEMINARY,472,412,DAYTON,OH,39.813461594000046,-84.276913429,142
14,HOLY FAMILY COLLEGE,-999,-999,MANITOWOC,WI,44.07103812100007,-87.74296135099996,-1
15,BUENA VISTA UNIVERSITY,2355,1863,STORM LAKE,IA,42.64225417700004,-95.20851103899997,-1
16,ACADEMY OF ART UNIVERSITY,10505,8928,SAN FRANCISCO,CA,37.78774752900006,-122.40068563799997,353
17,EVANGELICAL THEOLOGICAL SEMINARY,218,179,MYERSTOWN,PA,40.372980994000045,-76.30625154399996,372
18,MICHIGAN STATE UNIVERSITY,62325,49695,EAST LANSING,MI,42.72476,-84.473639,10
19,KING'S COLLEGE,2912,2320,WILKES-BARRE,PA,41.24888894500003,-75.87803192899997,48
20,THE UNIVERSITY OF THE SOUTH,2593,1800,SEWANEE,TN,35.204429866000055,-85.91777190299996,-1
21,CEDAR VALLEY COLLEGE,-999,-999,LANCASTER,TX,32.62568620500008,-96.76342092999994,335
22,CENTRAL TEXAS COLLEGE,11681,10173,KILLEEN,TX,31.119054,-97.809704,377
23,ANTELOPE VALLEY COLLEGE,13223,12057,LANCASTER,CA,34.67620732600005,-118.18616645399999,14
24,LONG BEACH CITY COLLEGE,24729,23147,LONG BEACH,CA,33.83174134700005,-118.13581931699997,15
25,AVALON SCHOOL OF COSMETOLOGY-LAYTON,236,206,LAYTON,UT,41.08991640600004,-112.00364011699997,109
26,ALASKA VOCATIONAL TECHNICAL CENTER,250,185,SEWARD,AK,60.111047,-149.44423,-1
27,SALINA AREA TECHNICAL COLLEGE,798,697,SALINA,KS,38.793597023000075,-97.63687391499997,17
28,BELLUS ACADEMY,177,155,MANHATTAN,KS,39.19167679100008,-96.60841296299998,18
29,PENNSYLVANIA STATE UNIVERSITY-WORLD CAMPUS,-999,-999,UNIVERSITY PARK,PA,40.832757,-77.841748,19
30,SOUTHEASTERN BAPTIST THEOLOGICAL SEMINARY,3790,3343,WAKE FOREST,NC,35.98077105400006,-78.51250039499996,-1
31,SHENANDOAH UNIVERSITY,5076,4174,WINCHESTER,VA,39.166058047000035,-78.15837590299998,-1
32,MIAMI UNIVERSITY-OXFORD,22122,18880,OXFORD,OH,39.509641560000034,-84.73182111699998,-1
33,THE HAIR ACADEMY LLC,49,43,FAYETTEVILLE,TN,35.15266234600006,-86.57216436099998,-1
34,UNIVERSITY OF HOUSTON,52610,47090,HOUSTON,TX,29.719988,-95.344851,364
35,RIPON COLLEGE,990,816,RIPON,WI,43.842383,-88.8426,-1
36,UNIVERSITY OF SOUTH CAROLINA-SUMTER,1536,1387,SUMTER,SC,33.933434480000074,-80.37381491099995,21
37,WARREN COUNTY CAREER CENTER,457,202,LEBANON,OH,39.488771808000024,-84.20296874599995,142
38,PARISIAN SPA INSTITUTE,180,168,JACKSONVILLE,FL,30.31323335600007,-81.67761517599996,23
39,TARRANT COUNTY COLLEGE DISTRICT,46780,43000,FORT WORTH,TX,32.74750093700004,-97.327948441,335
40,PAUL MITCHELL THE SCHOOL-MERRILLVILLE,106,95,MERRILLVILLE,IN,41.473643784000046,-87.33658447399995,374
41,CASTLETON UNIVERSITY,2613,2211,CASTLETON,VT,43.60808865300004,-73.18155734999993,-1
42,WARNER UNIVERSITY,1205,978,LAKE WALES,FL,27.825751489000027,-81.59997248299999,-1
43,LABOURE COLLEGE,1397,1188,MILTON,MA,42.260691,-71.058397,236
44,FLORIDA POLYTECHNIC UNIVERSITY,1679,1422,LAKELAND,FL,28.150476853000043,-81.85127356099997,-1
45,ROSS COLLEGE-SYLVANIA,601,557,SYLVANIA,OH,41.713629,-83.680485,26
46,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS,1309,1093,HELENA,AR,34.544976,-90.617745,-1
47,UNITED STATES MERCHANT MARINE ACADEMY,1336,1045,KINGS POINT,NY,40.812154,-73.762534,369
48,GROSSMONT-CUYAMACA COMMUNITY COLLEGE DISTRICT,156,-999,EL CAJON,CA,32.81605377500006,-117.00729196499998,342
49,SOUTHEASTERN ILLINOIS COLLEGE,1404,1263,HARRISBURG,IL,37.751698875000045,-88.43459166099996,-1
50,KENNETH SHULER SCHOOL OF COSMETOLOGY-COLUMBIA,134,122,COLUMBIA,SC,33.964546023000025,-80.94192072399994,28
51,HOMESTEAD SCHOOLS,152,129,TORRANCE,CA,33.80857255300003,-118.35015225199999,15
52,OUR LADY OF THE LAKE UNIVERSITY,3344,2771,SAN ANTONIO,TX,29.425610935000066,-98.54395030199998,99
53,LAKELAND UNIVERSITY,3154,2753,PLYMOUTH,WI,43.841263526000034,-87.88434666599994,-1
54,CENTURA COLLEGE-NEWPORT NEWS,227,195,NEWPORT NEWS,VA,37.13929372000007,-76.51805961299993,71
55,UNION COLLEGE,1015,757,LINCOLN,NE,40.77477787300006,-96.65109507699998,31
56,AVEDA ARTS & SCIENCES INSTITUTE-SAN ANTONIO,399,362,SAN ANTONIO,TX,29.637354,-98.452126,99
57,ADVANCED WELDING INSTITUTE,79,66,SOUTH BURLINGTON,VT,44.455879786000025,-73.13943653599995,198
58,INDIANA INSTITUTE OF TECHNOLOGY,3246,2370,FORT WAYNE,IN,41.078337763000036,-85.11795026599998,33
59,AMERICAN SAMOA COMMUNITY COLLEGE,1364,1081,PAGO PAGO,AS,-14.323171423999952,-170.74317458499996,-1
60,ARIZONA STATE UNIVERSITY-WEST,-999,-999,GLENDALE,AZ,33.60898,-112.158935,34
61,HERITAGE BIBLE COLLEGE,61,43,DUNN,NC,35.26827843800004,-78.61267685299998,-1
62,PAUL MITCHELL THE SCHOOL-FAYETTEVILLE,188,168,FAYETTEVILLE,NC,35.069985,-78.957561,35
63,COLEGIO UNIVERSITARIO DE SAN JUAN,1076,840,SAN JUAN,PR,18.428527969000072,-66.06652882099996,401
64,PLATT COLLEGE-SAN DIEGO,136,96,SAN DIEGO,CA,32.76372956900008,-117.06348304499994,342
65,YORK COUNTY SCHOOL OF TECHNOLOGY-ADULT & CONTINUING EDUCATION,153,116,YORK,PA,39.92988692900008,-76.68544900899997,372
66,HDS TRUCK DRIVING INSTITUTE,199,176,TUCSON,AZ,32.138870490000045,-110.85647383899999,248
67,AMBRIA COLLEGE OF NURSING,267,229,HOFFMAN ESTATES,IL,42.075613205000025,-88.21088786399997,374
68,KEUKA COLLEGE,1851,1535,KEUKA PARK,NY,42.61525325900004,-77.09056246699998,-1
69,CENTER FOR MASSAGE,63,38,ASHEVILLE,NC,35.594020225000065,-82.55064714299994,39
70,SOUTH UNIVERSITY-MONTGOMERY,441,349,MONTGOMERY,AL,32.34274096200005,-86.21646851199995,40
71,LINCOLN UNIVERSITY,440,371,OAKLAND,CA,37.80478781200003,-122.26974493999995,353
72,HENDRIX COLLEGE,1492,1077,CONWAY,AR,35.09971967400003,-92.44202071599994,263
73,COVENANT COLLEGE,1139,911,LOOKOUT MOUNTAIN,GA,34.96332718900004,-85.37495977899994,-1
74,UNIVERSITY OF WASHINGTON-SEATTLE CAMPUS,68838,48149,SEATTLE,WA,47.655775179000045,-122.310802164,304
75,SAN JOAQUIN VALLEY COLLEGE-ONTARIO,978,862,ONTARIO,CA,34.06851794000005,-117.55037087399995,15
76,TOHONO O'ODHAM COMMUNITY COLLEGE,978,843,SELLS,AZ,31.989869,-111.715445,-1
77,AMERITECH COLLEGE-DRAPER,1651,1429,DRAPER,UT,40.52793248000006,-111.89279182899998,109
78,RICE UNIVERSITY,11186,7643,HOUSTON,TX,29.716218473000026,-95.40497686699996,364
79,UNIVERSITY OF NOTRE DAME,19035,12809,NOTRE DAME,IN,41.699587,-86.237075,44
80,WAYLAND BAPTIST UNIVERSITY,4728,4062,PLAINVIEW,TX,34.18673010700007,-101.72572830899998,-1
81,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,35689,25628,CHARLOTTESVILLE,VA,38.033977,-78.511845,-1
82,KIAMICHI TECHNOLOGY CENTER-MCALESTER,802,541,MCALESTER,OK,34.92417282800005,-95.74599915799996,45
83,UNIVERSITY OF PHOENIX-UTAH,34,34,SALT LAKE CITY,UT,40.65383523600008,-111.90447443499994,109
84,INTERNATIONAL TECHNOLOGICAL UNIVERSITY,353,299,SANTA CLARA,CA,37.388805,-121.930923,353
85,ROBERT MORRIS UNIVERSITY ILLINOIS,-999,-999,CHICAGO,IL,41.87627798400007,-87.62706760899994,374
86,NEW HOPE CHRISTIAN COLLEGE-EUGENE,74,52,EUGENE,OR,44.032674350000036,-123.15355044499995,47
87,CLARKS SUMMIT UNIVERSITY,934,768,CLARKS SUMMIT,PA,41.49619673600006,-75.68423382899994,48
88,LINFIELD UNIVERSITY-ONLINE AND CONTINUING EDUCATION,187,187,MCMINNVILLE,OR,45.201335544000074,-123.20044997599996,-1
89,MARYMOUNT MANHATTAN COLLEGE,2311,1722,NEW YORK,NY,40.76872266200007,-73.95979000699998,369
90,CRISWELL COLLEGE,307,209,DALLAS,TX,32.79351252200007,-96.77669016599998,335
91,PC AGE-METROPARK,96,72,ISELIN,NJ,40.561771,-74.325692,369
92,PALM BEACH ACADEMY OF HEALTH & BEAUTY,59,44,LAKE PARK,FL,26.80362072500003,-80.07497929899995,-1
93,REMINGTON COLLEGE-SHREVEPORT CAMPUS,389,348,SHREVEPORT,LA,32.40316615000006,-93.79357819899997,49
94,INSTITUTE FOR BUSINESS AND TECHNOLOGY,623,579,SANTA CLARA,CA,37.36864167500005,-121.96954057299996,353
95,FLORIDA SCHOOL OF MASSAGE,32,-999,GAINESVILLE,FL,29.593428094000046,-82.33827308599996,250
96,DORSEY SCHOOL OF BUSINESS-MADISON HEIGHTS,507,410,MADISON HEIGHTS,MI,42.525328528000045,-83.108193826,408
97,RESEARCH COLLEGE OF NURSING,472,420,KANSAS CITY,MO,39.00874700500003,-94.55808696399998,51
98,ST JOHN'S SEMINARY,-999,-999,CAMARILLO,CA,34.24392093400007,-119.00186684899995,-1
99,COLLEGE OF COURT REPORTING INC,150,123,VALPARAISO,IN,41.467574,-87.066331,-1
100,ROWAN COLLEGE OF SOUTH JERSEY GLOUCESTER CAMPUS,6971,6369,SEWELL,NJ,39.781418055000074,-75.12100639199997,52
101,SALEM COMMUNITY COLLEGE,1046,865,CARNEYS POINT,NJ,39.69854920700004,-75.46968098699995,52
102,CAPRI INSTITUTE OF HAIR DESIGN-KENILWORTH,84,73,KENILWORTH,NJ,40.688912483000024,-74.29462042699998,369
103,RECONSTRUCTIONIST RABBINICAL COLLEGE,91,43,WYNCOTE,PA,40.08768888800006,-75.14950576199993,52
104,FIVE TOWNS COLLEGE,872,632,DIX HILLS,NY,40.79450609100007,-73.36934763899995,369
105,UNITECH TRAINING ACADEMY-BATON ROUGE,78,60,BATON ROUGE,LA,30.417249,-91.063,241
106,INSTITUTE OF MEDICAL ULTRASOUND,34,24,ATLANTA,GA,33.76012644600007,-84.38732262099995,284
107,PRO BEAUTY ACADEMY,105,86,EDISON,NJ,40.571036,-74.340019,369
108,COLUMBIA COLLEGE - SPRINGFIELD TMOBILE,-999,-999,SPRINGFIELD,MO,37.24688030400006,-93.34562459099999,55
109,TOTAL BEAUTY INSTITUTE,20,12,JACKSONVILLE,FL,30.37207302400003,-81.65784845299999,23
110,PREMIERE AESTHETICS INSTITUTE,34,29,BEND,OR,44.04193743500008,-121.337340725,56
111,PAUL MITCHELL THE SCHOOL-RENO-NORTH TAHOE,13,9,TRUCKEE,CA,39.32474240200003,-120.22186418399997,-1
112,NATIONAL UNIVERSITY COLLEGE - PEMBROKE PINES,-999,-999,PEMBROKE PINES,FL,26.005827344000068,-80.31528849399996,397
113,NUC UNIVERSITY - IBC INSTITUTE - MAYAG?EZ,-999,-999,MAYAGUEZ,PR,18.162131058000057,-67.14447559399997,57
114,SAN JOAQUIN VALLEY COLLEGE-RANCHO MIRAGE,118,103,RANCHO MIRAGE,CA,33.79864597300008,-116.39082214899997,58
115,SAN JACINTO COMMUNITY COLLEGE DISTRICT - GENERATION PARK CAMPUS,-999,-999,HOUSTON,TX,29.91866172300007,-95.21292731299997,364
116,PLATT COLLEGE-MILLER-MOTTE COLLEGE-CHATTANOOGA 2,-999,-999,CHATTANGOOGA,TN,35.092410940000036,-85.24034938599993,212
117,TECHSHERPAS 365,-999,-999,TAMPA,FL,28.042398263000052,-82.56585793899995,415
118,PPG TECHNICAL COLLEGE,200,157,CAGUAS,PR,18.246366266000052,-66.03558086699996,401
119,UNITECH TRAINING ACADEMY-ALEXANDRIA,90,67,ALEXANDRIA,LA,31.322493525000027,-92.53468464099996,62
120,FLORIDA INTERNATIONAL TRAINING INSTITUTE,265,245,MIAMI,FL,25.79792475200003,-80.31472258499997,397
121,CALIFORNIA BARBER AND BEAUTY COLLEGE,52,45,SAN DIEGO,CA,32.75722,-117.081321,342
122,RIO SALADO COLLEGE,18769,17362,TEMPE,AZ,33.41276429100003,-111.97405283499995,34
123,CAROLINA UNIVERSITY,1116,951,WINSTON-SALEM,NC,36.087962,-80.250153,173
124,KENNY'S ACADEMY OF BARBERING,156,137,INDIANAPOLIS,IN,39.79644,-86.207551,65
125,PRINCETON UNIVERSITY,14959,7853,PRINCETON,NJ,40.34714142100006,-74.65769781299997,-1
126,THE BEAUTY INSTITUTE,49,34,ALLENTOWN,PA,40.62585532500003,-75.42678049799997,372
127,TRI-COUNTY COMMUNITY COLLEGE,1228,991,MURPHY,NC,35.06702093000007,-83.96647559099995,-1
128,WESTERN PIEDMONT COMMUNITY COLLEGE,2165,1792,MORGANTON,NC,35.722875542000054,-81.68734479299997,-1
129,AUBURN CAREER CENTER,329,202,CONCORD TWP,OH,41.64923774700003,-81.24379802399994,128
130,SOUTHERN CAREERS INSTITUTE-BROWNSVILLE,651,651,BROWNSVILLE,TX,25.93638244500005,-97.50087076199998,317
131,LUBBOCK CHRISTIAN UNIVERSITY,2056,1664,LUBBOCK,TX,33.576272989000074,-101.93481648599999,69
132,BOSSIER PARISH COMMUNITY COLLEGE,6511,6090,BOSSIER CITY,LA,32.539551352000046,-93.64688146899994,49
133,BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,563,463,BOSTON,MA,42.34602254400005,-71.07023066799997,236
134,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,8293,7371,MEMPHIS,TN,35.13757662900008,-90.03654276999998,70
135,LINCOLN COLLEGE OF TECHNOLOGY-GRAND PRAIRIE,1571,1455,GRAND PRAIRIE,TX,32.701683641000045,-97.05639117299995,335
136,PAUL MITCHELL THE SCHOOL-SAN ANTONIO,346,314,SAN ANTONIO,TX,29.490889777000064,-98.58483125299995,99
137,COLUMBIANA COUNTY CAREER AND TECHNICAL CENTER,175,149,LISBON,OH,40.767728859000044,-80.74814620799998,-1
138,EMPIRE BEAUTY SCHOOL-VIRGINIA BEACH,134,125,VIRGINIA BEACH,VA,36.838585555000066,-76.13552729699995,71
139,CANTON CITY SCHOOLS ADULT CAREER AND TECHNICAL EDUCATION,117,78,CANTON,OH,40.826156,-81.325174,417
140,CAMERON UNIVERSITY,4263,3771,LAWTON,OK,34.60648738900005,-98.43416335999996,73
141,TENNESSEE TECHNOLOGICAL UNIVERSITY,11533,10177,COOKEVILLE,TN,36.174659174000055,-85.50395686399997,74
142,BAYLOR UNIVERSITY,22706,19297,WACO,TX,31.546149574000026,-97.11845257999994,75
143,WEST TEXAS A & M UNIVERSITY,10964,10036,CANYON,TX,34.981563556000026,-101.91575877599996,-1
144,OHIO UNIVERSITY-CHILLICOTHE CAMPUS,2453,2332,CHILLICOTHE,OH,39.32817355800006,-83.00531926199994,-1
145,MERCYHURST UNIVERSITY,3281,2790,ERIE,PA,42.103990846000045,-80.05556795499996,417
146,CHISHOLM TRAIL TECHNOLOGY CENTER,198,163,OMEGA,OK,35.842115,-98.201672,-1
147,UNIVERSITY OF PHOENIX-ARIZONA,97248,89763,PHOENIX,AZ,33.40207556200005,-111.96616608099998,34
148,UNIVERSITY OF PHOENIX-VIRGINIA,-999,-999,VIRGINIA BEACH,VA,37.642560751000076,-77.56349604599995,418
149,CALIFORNIA LUTHERAN UNIVERSITY,4942,4027,THOUSAND OAKS,CA,34.22456556900005,-118.878924483,-1
150,THE CATHOLIC UNIVERSITY OF AMERICA,7186,5366,WASHINGTON,DC,38.93579560500007,-76.99896138699995,422
151,CARRINGTON COLLEGE-BOISE,594,534,BOISE,ID,43.615934922000065,-116.26057127099995,79
152,ILLINOIS VALLEY COMMUNITY COLLEGE,2731,2413,OGLESBY,IL,41.30652,-89.102036,-1
153,ARTISTIC ACADEMY OF HAIR DESIGN,150,137,MORRIS PLAINS,NJ,40.85558875100003,-74.48640520799995,369
154,WILKES-BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING,162,140,WILKES BARRE,PA,41.26215359500003,-75.81012073999995,48
155,LORENZO WALKER TECHNICAL COLLEGE,826,736,NAPLES,FL,26.14114076100003,-81.76356817299995,-1
156,UNIVERSITY OF EVANSVILLE,2905,2323,EVANSVILLE,IN,37.971763390000035,-87.53237940599996,310
157,ALMA COLLEGE,1781,1435,ALMA,MI,43.379236364000064,-84.670072727,-1
158,UNIVERSITY SYSTEM OF MARYLAND,97,-999,BALTIMORE,MD,39.286064,-76.605568,422
159,MCPHS UNIVERSITY,8938,7501,BOSTON,MA,42.33703600600006,-71.10096442099996,236
160,BETHEL UNIVERSITY,4693,3814,SAINT PAUL,MN,45.057834582000055,-93.16036575699997,373
161,PAUL MITCHELL THE SCHOOL-MISSOURI COLUMBIA,104,91,COLUMBIA,MO,38.969221653000034,-92.31041727699994,83
162,CHESTER COUNTY INTERMEDIATE UNIT,113,97,DOWNINGTOWN,PA,40.005702,-75.679814,52
163,UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,34319,30146,CHARLOTTE,NC,35.306834105000064,-80.73579016799994,269
164,EVANS HAIRSTYLING COLLEGE-REXBURG,78,72,REXBURG,ID,43.82471599400003,-111.81237196099994,282
165,SAN JOAQUIN VALLEY COLLEGE-HESPERIA,414,372,HESPERIA,CA,34.420760277000056,-117.38316309399994,-1
166,EDUCATIONAL TECHNICAL COLLEGE-RECINTO DE BAYAMON,122,99,BAYAMON,PR,18.39540977300004,-66.15947194099994,401
167,CORTIVA INSTITUTE-MAITLAND,197,172,MAITLAND,FL,28.629921429000035,-81.39717942399994,399
168,WALDEN UNIVERSITY,54019,49695,MINNEAPOLIS,MN,44.98119483700003,-93.26581548199994,373
169,ASSOCIATED BETH RIVKAH SCHOOLS,306,259,BROOKLYN,NY,40.66606864900007,-73.94978075799997,369
170,CONCORDE CAREER COLLEGE-MEMPHIS,1513,1367,MEMPHIS,TN,35.112191374000076,-89.89209334899994,70
171,CHATFIELD COLLEGE,239,170,SAINT MARTIN,OH,39.21036907200005,-83.88715295799994,-1
172,OHIO BUSINESS COLLEGE-SHEFFIELD,215,184,SHEFFIELD VILLAGE,OH,41.42372459200004,-82.07346405799996,128
173,SUMTER BEAUTY COLLEGE,28,23,SUMTER,SC,33.945164711000075,-80.35081318499994,21
174,LOVE BEAUTY SCHOOL INC,82,72,MANCHESTER,TN,35.488523514000065,-86.09386315699999,-1
175,UNIVERSITY OF HEALTH SCIENCES AND PHARMACY IN ST. LOUIS,1273,998,SAINT LOUIS,MO,38.636659087000055,-90.26162561599995,341
176,PAUL SMITHS COLLEGE OF ARTS AND SCIENCE,849,681,PAUL SMITHS,NY,44.437366,-74.253006,-1
177,SUNY COLLEGE OF AGRICULTURE AND TECHNOLOGY AT COBLESKILL,2563,2079,COBLESKILL,NY,42.674335,-74.497352,-1
178,ALASKA PACIFIC UNIVERSITY,662,493,ANCHORAGE,AK,61.19123518300006,-149.80424188299997,87
179,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE RICH MOUNTAIN,946,798,MENA,AR,34.59144869600004,-94.21979901799995,-1
180,D A DORSEY TECHNICAL COLLEGE,261,199,MIAMI,FL,25.839581672000065,-80.22572499699999,397
181,RIVERSIDE COLLEGE OF HEALTH CAREERS,376,303,NEWPORT NEWS,VA,37.035234451000065,-76.45634463,71
182,ROANE STATE COMMUNITY COLLEGE,5742,5172,HARRIMAN,TN,35.88129050300006,-84.62076583699996,-1
183,STATE CENTER COMMUNITY COLLEGE DISTRICT,-999,-999,FRESNO,CA,36.76886523100006,-119.79258540799998,88
184,CEDAR CREST COLLEGE,1780,1433,ALLENTOWN,PA,40.58690928800007,-75.52000399899998,372
185,ST. MARY'S UNIVERSITY,4170,3458,SAN ANTONIO,TX,29.453134829000078,-98.56128970299994,99
186,NORTHWEST EDUCATIONAL CENTER,92,73,HOUSTON,TX,29.814255,-95.473166,364
187,FORTIS COLLEGE-RICHMOND,561,507,RICHMOND,VA,37.58153733600005,-77.48845476399998,418
188,BRYAN UNIVERSITY,1545,1350,TEMPE,AZ,33.437715,-111.94444,34
189,BERKELEY CITY COLLEGE,6368,6097,BERKELEY,CA,37.86976853500005,-122.26987666899998,353
190,LA JAMES INTERNATIONAL COLLEGE-JOHNSTON,59,54,JOHNSTON,IA,41.66101174600004,-93.73838621999994,89
191,AMERICAN EDUCATIONAL COLLEGE,365,288,BAYAMON,PR,18.396941584000047,-66.14686604299999,401
192,UNIVERSITY OF PHOENIX-NEW MEXICO,13,13,ALBUQUERQUE,NM,35.19713738400003,-106.58029206899994,90
193,UNIVERSITY OF THE PACIFIC,8214,6263,STOCKTON,CA,37.97976739400008,-121.30923764,94
194,SOUTHEASTERN COMMUNITY COLLEGE,2528,2260,WEST BURLINGTON,IA,40.81472574500003,-91.17239404499998,-1
195,SIENA HEIGHTS UNIVERSITY,2437,2036,ADRIAN,MI,41.90578232800004,-84.015279965,-1
196,PENNSYLVANIA STATE UNIVERSITY-PENN STATE BEAVER,-999,-999,MONACA,PA,40.678253839000035,-80.29623487599997,162
197,WESTMONT COLLEGE,1623,1226,SANTA BARBARA,CA,34.449474001000056,-119.66222655299998,144
198,MODESTO JUNIOR COLLEGE,17222,16365,MODESTO,CA,37.65204174300004,-121.009723,94
199,BLUE CLIFF COLLEGE-LAFAYETTE,329,288,LAFAYETTE,LA,30.18456077700006,-92.01574062699996,95
200,BAYAMON COMMUNITY COLLEGE,75,55,BAYAMON,PR,18.398780713000065,-66.15567843399998,401
201,COLEGIO TECNICO DE ELECTRICIDAD GALLOZA,42,31,AGUADA,PR,18.350821,-67.160809,401
202,WABASH COLLEGE,1150,868,CRAWFORDSVILLE,IN,40.037030231000074,-86.90781111599995,-1
203,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,25286,11254,CAMBRIDGE,MA,42.36009534400006,-71.09211458099998,236
204,BATES COLLEGE,2752,1876,LEWISTON,ME,44.105299184000046,-70.20333261999997,195
205,NORTHERN MICHIGAN UNIVERSITY,8388,7368,MARQUETTE,MI,46.55803663900008,-87.40385725099998,-1
206,SOUTHWEST MINNESOTA STATE UNIVERSITY,7698,7259,MARSHALL,MN,44.45454662800006,-95.75899725799997,-1
207,DAWSON COMMUNITY COLLEGE,465,377,GLENDIVE,MT,47.08539614000006,-104.72548542299995,-1
208,DAKOTA COLLEGE AT BOTTINEAU,1207,1060,BOTTINEAU,ND,48.832505197000046,-100.44110261399999,-1
209,EMPIRE BEAUTY SCHOOL-HANOVER PARK,-999,-999,HANOVER PARK,IL,41.97747120200006,-88.13563052199999,374
210,DRURY UNIVERSITY,2032,1691,SPRINGFIELD,MO,37.219680768000046,-93.28619178499997,55
211,JOHNSON C SMITH UNIVERSITY,1668,1306,CHARLOTTE,NC,35.24303258600003,-80.85725120399997,269
212,SOUTHERN STATES UNIVERSITY,398,358,SAN DIEGO,CA,32.767661641000075,-117.20153537899995,342
213,BOLIVAR TECHNICAL COLLEGE,166,129,BOLIVAR,MO,37.62389583300006,-93.42162523499996,-1
214,MASTER'S BARBER & STYLING COLLEGE,26,23,OLD HICKORY,TN,36.21966429200006,-86.57137476499997,388
215,THE COLLEGE OF HEALTH CARE PROFESSIONS-SOUTH SAN ANTONIO,408,375,SAN ANTONIO,TX,29.356193205000068,-98.52483566599994,99
216,SHEAR PERFECTION ACADEMY OF COSMETOLOGY,108,93,NASHVILLE,TN,36.04762,-86.709812,388
217,STRAYER UNIVERSITY - DECATUR CAMPUS,-999,-999,DECATUR,AL,34.60167330400003,-86.98550820299994,-1
218,ARIZONA STATE UNIVERSITY - YAVAPAI COLLEGE PRESCOTT VALLEY CAMPUS,-999,-999,PRESCOTT VALLEY,AZ,34.59775480300004,-112.34313607599995,258
219,GUIDANCE COLLEGE,-999,-999,HOUSTON,TX,29.76086990600004,-95.70390751399998,364
220,EDUCATIONAL TECHNICAL COLLEGE,123,81,LARES,PR,18.29480930400007,-66.87726620299998,-1
221,MARYLAND INSTITUTE COLLEGE OF ART,2988,1892,BALTIMORE,MD,39.30879239400008,-76.62103304799996,422
222,CAAN ACADEMY OF NURSING,104,61,MATTESON,IL,41.505199,-87.731574,374
223,MED ACADEMY,125,114,HIALEAH,FL,25.898258,-80.352569,397
224,CHRISTIAN CULINARY ACADEMY,17,14,CANNON BEACH,OR,45.900373,-123.960608,-1
225,LENOIR COMMUNITY COLLEGE,2839,2361,KINSTON,NC,35.234405,-77.571532,-1
226,GANNON UNIVERSITY,5108,4251,ERIE,PA,42.12824324800005,-80.08661931099994,417
227,THE ART INSTITUTE OF VIRGINIA BEACH,258,223,VIRGINIA BEACH,VA,36.842378960000076,-76.13173190899994,71
228,PASSAIC COUNTY COMMUNITY COLLEGE,6359,5549,PATERSON,NJ,40.91852922100003,-74.16927298399997,369
229,COMPASS COLLEGE OF CINEMATIC ARTS,99,72,GRAND RAPIDS,MI,42.961895,-85.667072,101
230,PELOTON COLLEGE,151,131,DALLAS,TX,32.861997030000055,-96.76935335299999,335
231,JOHNS HOPKINS UNIVERSITY,48359,28890,BALTIMORE,MD,39.32980760700008,-76.62072272499995,422
232,SAINT JOSEPH SEMINARY COLLEGE,165,107,ST. BENEDICT,LA,30.526778,-90.113621,426
233,COLUMBIA INTERNATIONAL UNIVERSITY,2509,2098,COLUMBIA,SC,34.07614213000005,-81.07395849499994,28
234,DEL MAR COLLEGE,12096,10678,CORPUS CHRISTI,TX,27.76362338000007,-97.40762707099998,102
235,UNIVERSITY OF ARKANSAS AT MONTICELLO,3059,2645,MONTICELLO,AR,33.589788,-91.812971,-1
