,Name,Population,Total Enrolled,City,State,Latitude,Longitude,Cluster
1780,EMPIRE BEAUTY SCHOOL-HURSTBORNE,-999,-999,LOUISVILLE,KY,38.16643118600007,-85.60471730299997,108
1781,UNIVERSITY OF LOUISIANA-SYSTEM ADMINISTRATION,24,-999,BATON ROUGE,LA,30.459815,-91.188679,241
1782,DEVRY UNIVERSITY-FLORIDA,689,605,MIRAMAR,FL,25.987642567000023,-80.33984181399995,397
1783,INTERNATIONAL TRAINING CAREERS,34,21,MIAMI,FL,25.74690464100007,-80.31472656799997,397
1784,INSTITUTO EDUCATIVO PREMIER,207,156,PONCE,PR,18.01291,-66.611494,401
1785,CHESTNUT HILL COLLEGE,1839,1528,PHILADELPHIA,PA,40.08686250200003,-75.22888953199998,52
1786,ACADEMY OF HAIR DESIGN-PEARL,51,45,PEARL,MS,32.281983299000046,-90.11512898299998,302
1787,COLLEGE OF OUR LADY OF THE ELMS,1666,1355,CHICOPEE,MA,42.141789929000026,-72.60154096299993,402
1788,SARAH LAWRENCE COLLEGE,2037,1506,BRONXVILLE,NY,40.93414676000003,-73.84380990999995,369
1789,LASSEN COMMUNITY COLLEGE,2012,1821,SUSANVILLE,CA,40.431327,-120.631169,-1
1790,HOUSTON INTERNATIONAL COLLEGE CARDIOTECH ULTRASOUND SCHOOL,89,73,HOUSTON,TX,29.67520294800005,-95.59290926099999,364
1791,UNIVERSITY ACADEMY OF HAIR DESIGN,53,46,TUSCALOOSA,AL,33.24131424500007,-87.58963612899998,183
1792,JAMES RUMSEY TECHNICAL INSTITUTE,123,107,MARTINSBURG,WV,39.532799615000044,-77.97858278099994,332
1793,CALIFORNIA AERONAUTICAL UNIVERSITY,382,274,BAKERSFIELD,CA,34.257884423000064,-119.22643449199995,144
1794,AMERICAN CAREER COLLEGE-ANAHEIM,1368,1274,ANAHEIM,CA,33.84987631700005,-117.97564389099995,15
1795,INTERACTIVE COLLEGE OF TECHNOLOGY,29,23,HOUSTON,TX,29.940338,-95.404684,364
1796,ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,62,13,TUCSON,AZ,32.26454,-110.929193,248
1797,SAINT EDWARD'S UNIVERSITY,4300,3591,AUSTIN,TX,30.229844220000075,-97.75763037599995,377
1798,CLARK COLLEGE,8888,7665,VANCOUVER,WA,45.63428675700004,-122.65229095099994,117
1799,UTAH STATE UNIVERSITY,31436,27691,LOGAN,UT,41.740748,-111.81391,333
1800,SAINT MICHAEL'S COLLEGE,2143,1724,COLCHESTER,VT,44.494212,-73.163136,198
1801,OGEECHEE TECHNICAL COLLEGE,2437,2153,STATESBORO,GA,32.395767,-81.818517,-1
1802,PAUL MITCHELL THE SCHOOL-WICHITA,212,189,WICHITA,KS,37.741502,-97.2432,221
1803,CHAFFEY COLLEGE,21404,20025,RANCHO CUCAMONGA,CA,34.14704957400005,-117.57308636799996,15
1804,HOPE INTERNATIONAL UNIVERSITY,1580,1201,FULLERTON,CA,33.877439346000074,-117.885129114,15
1805,NORTH AMERICAN TRADE SCHOOLS,698,627,BALTIMORE,MD,39.30854160100006,-76.75137272099994,422
1806,MINERAL AREA COLLEGE,2771,2410,PARK HILLS,MO,37.845614,-90.482675,-1
1807,MANCHESTER COMMUNITY COLLEGE,2584,2263,MANCHESTER,NH,43.01982330700008,-71.48353433899996,236
1808,LYLE'S COLLEGE OF BEAUTY,104,92,BAKERSFIELD,CA,35.38652529700005,-119.02390331699996,330
1809,LYLE'S COLLEGE OF BEAUTY,98,87,FRESNO,CA,36.836251,-119.773747,88
1810,SANTA CLARA UNIVERSITY,10459,8616,SANTA CLARA,CA,37.34935096000004,-121.93826038399999,353
1811,WEST HILLS COMMUNITY COLLEGE DISTRICT,53,-999,COALINGA,CA,36.17901539400003,-120.35612608799994,-1
1812,RIO HONDO COLLEGE,16576,15692,WHITTIER,CA,34.01987778300003,-118.03332866599999,15
1813,MIDWESTERN STATE UNIVERSITY,6622,5860,WICHITA FALLS,TX,33.87694331700004,-98.52120438599997,-1
1814,MIDWEST COLLEGE OF ORIENTAL MEDICINE-RACINE,80,62,RACINE,WI,42.678051363000066,-87.85667886899995,227
1815,MARYMOUNT UNIVERSITY,3876,3294,ARLINGTON,VA,38.90555184700003,-77.12879942599994,422
1816,RANDALL UNIVERSITY,363,311,MOORE,OK,35.30070817200004,-97.49104997699999,179
1817,BETHEL SEMINARY-SAN DIEGO,31,31,SAN DIEGO,CA,32.76538686500004,-117.06605000199994,342
1818,AUTOMECA TECHNICAL COLLEGE-CAGUAS,123,104,CAGUAS,PR,18.230591,-66.037137,401
1819,CIRCLE IN THE SQUARE THEATRE SCHOOL,54,25,NEW YORK,NY,40.76205943100007,-73.98460651299996,369
1820,LENOIR-RHYNE UNIVERSITY,3159,2686,HICKORY,NC,35.739967630000024,-81.32759783099993,-1
1821,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE,627,481,LOS ANGELES,CA,34.046187717000066,-118.23303939999994,15
1822,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,2517,1686,SOCORRO,NM,34.066189837000024,-106.90770143399999,-1
1823,SUNY CORNING COMMUNITY COLLEGE,4370,4063,CORNING,NY,42.11724038600005,-77.07370786499996,-1
1824,AUGUSTANA UNIVERSITY,2476,2019,SIOUX FALLS,SD,43.52282705600004,-96.73919178899996,189
1825,MARTIN METHODIST COLLEGE,922,812,PULASKI,TN,35.200338120000026,-87.03639810099997,-1
1826,ST OLAF COLLEGE,3772,2953,NORTHFIELD,MN,44.46195597900004,-93.18331841099996,-1
1827,AMERICAN BEAUTY SCHOOLS,41,37,MIAMI,FL,25.761537334000025,-80.32713086999996,397
1828,AMERICAN INSTITUTE-SOMERSET,417,390,SOMERSET,NJ,40.55076509400004,-74.54419273599996,369
1829,STACEY JAMES INSTITUTE,114,100,PARKER,CO,39.533176344000026,-104.79476990199998,211
1830,EDP UNIVERSITY OF PUERTO RICO-HUMACAO,210,194,HUMACAO,PR,18.150762,-65.82455,401
1831,COLUMBIA COLLEGE - TAVARES PD,-999,-999,TAVARES,FL,28.770685954000044,-81.74440576999996,-1
1832,APEX COLLEGE OF VETERINARY TECHNOLOGY,58,46,COLORADO SPRINGS,CO,38.82822605900003,-104.81346935899995,217
1833,MAKANA ESTHETICS WELLNESS ACADEMY,63,53,HONOLULU,HI,21.315230737000036,-157.86912026299999,228
1834,PORTER AND CHESTER INSTITUTE - BROCKTON,-999,-999,BROCKTON,MA,42.072819465000066,-71.04491557499995,139
1835,ZORGANICS INSTITUTE BEAUTY AND WELLNESS,10,7,BELLINGHAM,WA,48.79127314200008,-122.49475547699996,191
1836,CONGREGATION TALMIDEI MESIVTA TIFERES SHMIEL ALEKSANDER,213,179,BROOKLYN,NY,40.62422265300006,-73.99479620299996,369
1837,MONTANA BARBER INSTITUTE,29,24,EL PASO,TX,31.76333030400008,-106.26564120299997,334
1838,HILLSDALE BEAUTY COLLEGE,-999,-999,COLDWATER,MI,41.95437531400006,-84.99921769399998,-1
1839,AVEDA INSTITUTE-CHAPEL HILL,241,216,CHAPEL HILL,NC,35.927944,-79.026769,338
1840,GALLAUDET UNIVERSITY,2174,1451,WASHINGTON,DC,38.90737135300003,-76.99367536499994,422
1841,FLORIDA CAREER COLLEGE-HOUSTON,1225,1155,HOUSTON,TX,30.022546,-95.431124,364
1842,CARRINGTON COLLEGE-MESQUITE,40,35,MESQUITE,TX,32.81589858700005,-96.625985115,335
1843,ELMEZZI GRADUATE SCHOOL OF MOLECULAR MEDICINE,9,9,MANHASSET,NY,40.775819762000026,-73.70228806299997,369
1844,BETH MEDRASH MEOR YITZCHOK,209,187,MONSEY,NY,41.10102691900005,-74.06241572099998,369
1845,CITY COLLEGES OF CHICAGO-MALCOLM X COLLEGE,7915,7273,CHICAGO,IL,41.87694225700005,-87.67412631699995,374
1846,METHODIST COLLEGE,725,595,PEORIA,IL,40.780322,-89.682986,368
1847,KENNETH SHULER SCHOOL OF COSMETOLOGY-GOOSE CREEK,173,157,GOOSE CREEK,SC,33.034861,-80.065838,348
1848,RUTGERS UNIVERSITY-NEWARK,15191,13231,NEWARK,NJ,40.74190246100005,-74.17492231799997,369
1849,NEW YORK MEDICAL CAREER TRAINING CENTER,127,105,FLUSHING,NY,40.762718463000056,-73.83137469499997,369
1850,STRAYER UNIVERSITY-MISSISSIPPI,564,564,JACKSON,MS,32.301002,-90.187874,302
1851,PAUL MITCHELL THE SCHOOL-FRESNO,328,303,FRESNO,CA,36.80977113400007,-119.78241842799997,88
1852,HAVERFORD COLLEGE,1959,1307,HAVERFORD,PA,40.00736959400007,-75.30508517999994,52
1853,TEXAS WOMAN'S UNIVERSITY,18115,16433,DENTON,TX,33.227002,-97.129088,335
1854,RIDGE TECHNICAL COLLEGE,432,365,WINTER HAVEN,FL,28.077526843000044,-81.65351589899996,399
1855,PJ'S COLLEGE OF COSMETOLOGY-GLASGOW,53,46,GLASGOW,KY,37.01258121600006,-85.92259473399997,-1
1856,CALVIN UNIVERSITY,4066,3307,GRAND RAPIDS,MI,42.92991579900007,-85.58754834999996,101
1857,CUNY QUEENS COLLEGE,22053,19700,QUEENS,NY,40.737771,-73.815387,369
1858,VOGUE COLLEGE OF COSMETOLOGY-SANTA FE,77,70,SANTA FE,NM,35.66089552900007,-105.97518508699994,336
1859,PENNSYLVANIA STATE UNIVERSITY-PENN STATE ABINGTON,-999,-999,ABINGTON,PA,40.11699490400008,-75.11066145299998,52
1860,BEAVER FALLS BEAUTY ACADEMY,30,25,BEAVER FALLS,PA,40.75416074700007,-80.32034654199998,-1
1861,POINT PARK UNIVERSITY,4423,3591,PITTSBURGH,PA,40.43852558700007,-80.00146171799997,162
1862,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,10184,5274,LUBBOCK,TX,33.58928434100005,-101.89191495499995,69
1863,KNOX COUNTY CAREER CENTER,192,139,MOUNT VERNON,OH,40.37588944400005,-82.47511671799998,274
1864,JNA INSTITUTE OF CULINARY ARTS,19,14,PHILADELPHIA,PA,39.935232238000026,-75.16767760199997,52
1865,INTERNATIONAL COLLEGE OF BEAUTY ARTS & SCIENCES,55,50,LOS ANGELES,CA,34.148059002000025,-118.273220112,15
1866,PHOENIX COLLEGE,10841,9538,PHOENIX,AZ,33.48136146300004,-112.08829341899997,34
1867,UNIVERSITY OF HOUSTON-CLEAR LAKE,9873,9053,HOUSTON,TX,29.582522792000077,-95.09812853699998,364
1868,COFFEYVILLE COMMUNITY COLLEGE,1539,1368,COFFEYVILLE,KS,37.03381406300008,-95.62137363499994,-1
1869,AVERA MCKENNAN HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,27,24,SIOUX FALLS,SD,43.53397175200007,-96.71558370299994,189
1870,AVERA SACRED HEART HOSPITAL,17,16,YANKTON,SD,42.872359060000065,-97.40786542499995,-1
1871,HAMPDEN-SYDNEY COLLEGE,1225,881,HAMPDEN-SYDNEY,VA,37.24248249400006,-78.46137092199996,-1
1872,NETWORKS BARBER COLLEGE,44,37,CALUMET CITY,IL,41.62160368700006,-87.53986704199997,374
1873,LAKESHORE TECHNICAL COLLEGE,2743,2420,CLEVELAND,WI,43.924774263000074,-87.75454032399995,-1
1874,RANDOLPH COMMUNITY COLLEGE,3129,2548,ASHEBORO,NC,35.67279694600006,-79.827879,-1
1875,MASSACHUSETTS SCHOOL OF BARBERING,64,58,QUINCY,MA,42.247205981000036,-71.00190583499995,236
1876,ARIZONA COLLEGE-MESA,386,355,MESA,AZ,33.41837433500007,-111.87342780499995,34
1877,BLACK RIVER TECHNICAL COLLEGE,1538,1350,POCAHONTAS,AR,36.239793,-90.951033,-1
1878,CET-EL CENTRO,167,144,EL CENTRO,CA,32.790907522000055,-115.54907886799998,337
1879,BUTTE COLLEGE,10345,9335,OROVILLE,CA,39.64979055500004,-121.64481409499996,-1
1880,MILWAUKEE INSTITUTE OF ART & DESIGN,1166,925,MILWAUKEE,WI,43.03091720000003,-87.90792472599998,227
1881,PAUL MITCHELL THE SCHOOL-MEMPHIS,251,230,MEMPHIS,TN,35.12954311800007,-89.94796637399998,70
1882,FLORIDA CAREER COLLEGE-MIAMI,538,504,MIAMI,FL,25.75534213000003,-80.36666579099995,397
1883,JEFFERSON COMMUNITY AND TECHNICAL COLLEGE,12931,12196,LOUISVILLE,KY,38.24628925500008,-85.75287820299997,108
1884,UNIVERSITY OF THE DISTRICT OF COLUMBIA,4864,3725,WASHINGTON,DC,38.943818958000065,-77.06624685699995,422
1885,ATLANTA'S JOHN MARSHALL LAW SCHOOL,375,299,ATLANTA,GA,33.79339392600008,-84.38789834699998,284
1886,WEST VIRGINIA JUNIOR COLLEGE-MORGANTOWN,691,622,MORGANTOWN,WV,39.63244391300003,-79.95508837999995,328
1887,CHESAPEAKE COLLEGE,2257,1904,WYE MILLS,MD,38.95178,-76.083118,-1
1888,MILDRED ELLEY SCHOOL-ALBANY CAMPUS,563,466,ALBANY,NY,42.68083311100003,-73.78861479199998,427
1889,LEONS BEAUTY SCHOOL INC,152,135,GREENSBORO,NC,36.057646110000064,-79.82279995899995,338
1890,PFEIFFER UNIVERSITY,1411,1185,MISENHEIMER,NC,35.484696,-80.283168,-1
1891,WESTMINSTER COLLEGE,793,609,FULTON,MO,38.84997437800007,-91.95454491499999,-1
1892,STEVENS-HENAGER COLLEGE,178,104,MURRAY,UT,40.65962565400008,-111.90214464299999,109
1893,HASTINGS BEAUTY SCHOOL,18,14,HASTINGS,MN,44.74461702600007,-92.85026556599996,-1
1894,MID-SOUTH CHRISTIAN COLLEGE,50,22,MEMPHIS,TN,35.06412723200003,-89.91175697199998,70
1895,BELLUS ACADEMY-POWAY,483,424,POWAY,CA,32.95718412700006,-117.04253121899995,342
1896,DEVRY UNIVERSITY-NEW JERSEY,259,190,ISELIN,NJ,40.466025313000046,-74.43859128499997,369
1897,AUTOMECA TECHNICAL COLLEGE-AGUADILLA,225,192,AGUADILLA,PR,18.444126,-67.141456,401
1898,TRIANGLE TECH INC-DUBOIS,152,132,FALLS CREEK,PA,41.14797419700005,-78.79592263499995,214
1899,HAIR EXPRESSIONS ACADEMY,106,90,ROCKVILLE,MD,39.06137193700005,-77.11585244399998,422
1900,RABBINICAL COLLEGE OF OHR SHIMON YISROEL,232,211,BROOKLYN,NY,40.704151531000036,-73.95646045499996,369
1901,HEIDELBERG UNIVERSITY,1507,1230,TIFFIN,OH,41.114326694000056,-83.16641898099994,339
1902,JUNIATA COLLEGE,1768,1356,HUNTINGDON,PA,40.49949290600006,-78.01515787399995,-1
1903,NORMANDALE COMMUNITY COLLEGE,10027,9420,BLOOMINGTON,MN,44.829705526000055,-93.331676814,373
1904,JFK MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS,723,648,PLAINFIELD,NJ,40.60604253400004,-74.40435969999999,369
1905,PAUL MITCHELL THE SCHOOL-SALT LAKE CITY,339,303,HOLLADAY,UT,40.66668212600007,-111.83586382299995,109
1906,THE PROFESSIONAL HAIR DESIGN ACADEMY,43,31,EAU CLAIRE,WI,44.78337359400007,-91.461713622,340
1907,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-ARECIBO,901,798,ARECIBO,PR,18.446006,-66.679114,401
1908,PRAXIS INSTITUTE,442,405,MIAMI,FL,25.765409396000052,-80.225612,397
1909,UNIVERSITY OF ALABAMA IN HUNTSVILLE,11591,9999,HUNTSVILLE,AL,34.72281824500004,-86.63841997499998,216
1910,UNIVERSITY OF THE OZARKS,1016,836,CLARKSVILLE,AR,35.477785346000076,-93.46792442099996,-1
1911,ASHER INSTITUTE OF HAMPTON,38,8,HAMPTON,VA,37.02530633400005,-76.34642698299996,71
1912,INNOVATIONS DESIGN ACADEMY,43,36,CANTON,IL,40.55857092800005,-90.033107,368
1913,GEORGIA PIEDMONT TECHNICAL COLLEGE,3169,2615,CLARKSTON,GA,33.78989836000005,-84.23450392199999,284
1914,UNIVERSITY OF WISCONSIN-PLATTEVILLE,8557,7547,PLATTEVILLE,WI,42.73423024300007,-90.48791959,-1
1915,NORTH CENTRAL TEXAS COLLEGE,9449,8352,GAINESVILLE,TX,33.61826935300007,-97.16527293299998,-1
1916,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER,3657,2329,FORT WORTH,TX,32.74928994600003,-97.368925446,335
1917,TACOMA COMMUNITY COLLEGE,6787,5823,TACOMA,WA,47.24543710700004,-122.52286503,304
1918,LINCOLN TECHNICAL INSTITUTE-NEW BRITAIN,698,612,NEW BRITAIN,CT,41.65923561000005,-72.75449757499996,411
1919,PRINCIPIA COLLEGE,610,340,ELSAH,IL,38.948929,-90.35007,341
1920,MID-AMERICA CHRISTIAN UNIVERSITY,2569,2083,OKLAHOMA CITY,OK,35.34778494100004,-97.57829684799998,179
1921,CARRINGTON COLLEGE-PORTLAND,350,330,PORTLAND,OR,45.532356400000026,-122.65358347799997,117
1922,PAUL MITCHELL THE SCHOOL-BOISE,280,242,BOISE,ID,43.59447895200003,-116.286057756,79
1923,CHAPMAN UNIVERSITY,11951,9761,ORANGE,CA,33.79367792100004,-117.85148054599995,15
1924,LAGUNA COLLEGE OF ART AND DESIGN,1117,782,LAGUNA BEACH,CA,33.56144807700008,-117.77256432799999,342
1925,WESTERN UNIVERSITY OF HEALTH SCIENCES,5325,3813,POMONA,CA,34.05809161500002,-117.74773215799996,15
1926,ELMHURST UNIVERSITY,4120,3421,ELMHURST,IL,41.89921454300003,-87.94609601299999,374
1927,LUTHERAN SCHOOL OF NURSING,60,40,SAINT LOUIS,MO,38.59009424800007,-90.22644056299998,341
1928,UNIVERSAL TECHNOLOGY COLLEGE OF PUERTO RICO,222,108,AGUADILLA,PR,18.42839970500006,-67.15563772299998,401
1929,NORTH-WEST COLLEGE-POMONA,149,121,POMONA,CA,34.062102852000066,-117.75104562399997,15
1930,J F INGRAM STATE TECHNICAL COLLEGE,507,399,DEATSVILLE,AL,32.58231215300003,-86.39236857399999,-1
1931,SOUTHWESTERN LAW SCHOOL,1130,886,LOS ANGELES,CA,34.06155827600003,-118.28837535199995,15
1932,CHABOT COLLEGE,12626,11922,HAYWARD,CA,37.64251277100004,-122.106969,353
1933,JUDSON UNIVERSITY,1536,1173,ELGIN,IL,42.05912545700005,-88.28936765699996,374
1934,MID-AMERICA TECHNOLOGY CENTER,1110,974,WAYNE,OK,34.91249772700007,-97.36417402899997,-1
1935,CAREER QUEST LEARNING CENTERS-JACKSON,118,113,JACKSON,MI,42.24677087800006,-84.40259059299996,-1
1936,CONCORDE CAREER COLLEGE-SAN BERNARDINO,725,638,SAN BERNARDINO,CA,34.06682286300003,-117.28399492999995,15
1937,PACIFIC STATES UNIVERSITY,42,26,LOS ANGELES,CA,34.06132004600005,-118.29962851099998,15
1938,RAVENSCROFT BEAUTY COLLEGE,178,155,FORT WAYNE,IN,41.119401667000034,-85.06363132399997,33
1939,BENEDICTINE COLLEGE,2628,2217,ATCHISON,KS,39.57361926100003,-95.11234459299999,-1
1940,ITI TECHNICAL COLLEGE,760,603,BATON ROUGE,LA,30.369814306000023,-91.03045572599996,241
1941,MARS HILL UNIVERSITY,1361,1049,MARS HILL,NC,35.825857589000066,-82.55085917999997,-1
1942,MITCHELL HAMLINE SCHOOL OF LAW,1720,1242,SAINT PAUL,MN,44.94196427500003,-93.138153032,373
1943,LIFE PACIFIC UNIVERSITY,762,604,SAN DIMAS,CA,34.09870153600008,-117.82938009099996,15
1944,MODERN BEAUTY ACADEMY,42,36,OXNARD,CA,34.19538359100005,-119.18142273399997,144
1945,ILIFF SCHOOL OF THEOLOGY,263,215,DENVER,CO,39.67583697200007,-104.960345798,143
1946,LINCOLN TECHNICAL INSTITUTE-PHILADELPHIA,421,389,PHILADELPHIA,PA,40.049547741000026,-74.99968598399994,52
1947,REMINGTON COLLEGE-FORT WORTH CAMPUS,430,372,FORT WORTH,TX,32.775981073000025,-97.21356216599997,335
1948,B M SPURR SCHOOL OF PRACTICAL NURSING,31,27,GLEN DALE,WV,39.94583421700003,-80.75355776299995,-1
1949,YESHIVA BAIS AHARON,33,24,LAKEWOOD,NJ,40.101054625000074,-74.20305234799997,369
1950,METRO DETROIT BARBER COLLEGE,33,27,DETROIT,MI,42.41689862100003,-83.14598482599996,408
1951,RAY J'S COLLEGE OF HAIR,42,35,BATON ROUGE,LA,30.464917,-91.110969,241
1952,EASTERN IOWA COMMUNITY COLLEGE DISTRICT,7766,7081,DAVENPORT,IA,41.522165,-90.57447,343
1953,SOUTH EASTERN BEAUTY ACADEMY,63,59,PAINTSVILLE,KY,37.814789,-82.806325,-1
1954,MOODY BIBLE INSTITUTE - SPOKANE,-999,-999,SPOKANE,WA,47.675848,-117.40043516099996,155
1955,FLORIDA PANHANDLE TECHNICAL COLLEGE,374,334,CHIPLEY,FL,30.774489643000038,-85.5533448,-1
1956,UNIVERSITY OF PUERTO RICO-CAYEY,3440,2984,CAYEY,PR,18.117232,-66.163146,401
1957,PACIFIC BIBLE COLLEGE,67,47,MEDFORD,OR,42.325118479000025,-122.87366853999998,344
1958,CUNY BERNARD M BARUCH COLLEGE,22122,19740,NEW YORK,NY,40.740238214000044,-73.98341700899994,369
1959,UEI COLLEGE-RIVERSIDE,1122,1055,RIVERSIDE,CA,33.97536589200007,-117.35177823199996,15
1960,HUSSON UNIVERSITY,4229,3473,BANGOR,ME,44.827332141000056,-68.79213371399999,345
1961,EASTERN SUFFOLK BOCES,15,11,RIVERHEAD,NY,40.927872,-72.671979,-1
1962,PIMA MEDICAL INSTITUTE-EL PASO,536,467,EL PASO,TX,31.773655,-106.383839,334
1963,WRIGHT GRADUATE UNIVERSITY FOR THE REALIZATION OF HUMAN POTENTIAL,52,30,ELKHORN,WI,42.767896206000046,-88.59150838099998,-1
1964,SESSIONS COLLEGE FOR PROFESSIONAL DESIGN,242,197,TEMPE,AZ,33.42694247700007,-111.940455752,34
1965,PLATT COLLEGE-MCCANN-LEWISBURG,218,193,LEWISBURG,PA,40.98239,-76.885311,346
1966,CARIBBEAN AVIATION TRAINING INSTITUTE INC,245,217,CAROLINA,PR,18.439852,-65.997138,401
1967,CENTERPOINT MASSAGE & SHIATSU THERAPY SCHOOL & CLINIC,63,42,BLOOMINGTON,MN,44.938804693000066,-93.34515400899994,373
1968,MOHAWK VALLEY COMMUNITY COLLEGE,6357,5704,UTICA,NY,43.07738365000006,-75.21719749,347
1969,NEW YORK INSTITUTE OF TECHNOLOGY,8409,6851,OLD WESTBURY,NY,40.814402,-73.608885,369
1970,DESALES UNIVERSITY,3985,3302,CENTER VALLEY,PA,40.540137025000035,-75.37654880999997,372
1971,HILLSBOROUGH COMMUNITY COLLEGE,21688,19532,TAMPA,FL,27.934808,-82.456297,415
1972,ANNE ARUNDEL COMMUNITY COLLEGE,13538,11948,ARNOLD,MD,39.04981281900007,-76.51222349699998,-1
1973,SOUTHERN CAREERS INSTITUTE-AUSTIN,1451,987,AUSTIN,TX,30.22647,-97.783834,377
1974,FORT MYERS TECHNICAL COLLEGE,673,594,FORT MYERS,FL,26.647512265000046,-81.83658399299998,309
1975,INDEPENDENCE COMMUNITY COLLEGE,905,798,INDEPENDENCE,KS,37.19561374400007,-95.72051769099994,-1
1976,EMPIRE BEAUTY SCHOOL-CHENOWETH,105,96,LOUISVILLE,KY,38.25576366900003,-85.65752024999995,108
1977,KUYPER COLLEGE,209,152,GRAND RAPIDS,MI,43.02195,-85.592657,101
1978,PENNSYLVANIA STATE SYSTEM OF HIGHER EDUCATION-CENTRAL OFFICE,134,-999,HARRISBURG,PA,40.294887,-76.90436306299995,372
1979,NEW YORK FILM ACADEMY,2149,1271,BURBANK,CA,34.152057091000074,-118.33544676999998,15
1980,COLLEGE OF CHARLESTON,12242,10384,CHARLESTON,SC,32.78303444100004,-79.93688321799993,348
1981,MEDICAL UNIVERSITY OF SOUTH CAROLINA,6371,3083,CHARLESTON,SC,32.786005103000036,-79.94776909199999,348
1982,RASMUSSEN UNIVERSITY-WISCONSIN,727,643,GREEN BAY,WI,44.52624411100004,-88.08078328599998,381
1983,TEXAS A & M UNIVERSITY-COLLEGE STATION,81678,70418,COLLEGE STATION,TX,30.610775,-96.349232,303
1984,GEORGE C WALLACE COMMUNITY COLLEGE-DOTHAN,4117,3681,DOTHAN,AL,31.316086,-85.46355,-1
1985,WESTERN DAKOTA TECHNICAL COLLEGE,1474,1324,RAPID CITY,SD,44.07674041800004,-103.17934197799997,131
1986,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-HARRIMAN,418,394,HARRIMAN,TN,35.96265110400003,-84.52634764499999,-1
1987,WESTMINSTER THEOLOGICAL SEMINARY,996,854,GLENSIDE,PA,40.098790472000076,-75.17561259299998,52
1988,HEALTHCARE TRAINING INSTITUTE,56,40,KENNER,LA,29.97381,-90.246041,172
1989,ROSS MEDICAL EDUCATION CENTER-KOKOMO,97,87,KOKOMO,IN,40.443464465000034,-86.12936978799996,370
1990,GENESEE COMMUNITY COLLEGE,5153,4735,BATAVIA,NY,43.016830689000074,-78.13802402799996,-1
1991,OGLALA LAKOTA COLLEGE,1455,1251,KYLE,SD,43.366813,-102.240331,-1
1992,LOCK HAVEN UNIVERSITY,3661,3163,LOCK HAVEN,PA,41.141774833000056,-77.46226629799997,-1
1993,THE UNIVERSITY OF THE ARTS,2074,1530,PHILADELPHIA,PA,39.94601684000003,-75.16588776699996,52
1994,SOUTH CAROLINA STATE UNIVERSITY,2908,2339,ORANGEBURG,SC,33.497201059000076,-80.85127999299993,351
1995,BRILLARE BEAUTY INSTITUTE,81,65,CLEVELAND,TN,35.191411,-84.881419,212
1996,BELLA COSMETOLOGY AND BARBER COLLEGE,59,48,GREENVILLE,TX,32.95901943900003,-95.29487269699996,-1
1997,CREATIVE TOUCH COSMETOLOGY SCHOOL,16,12,WATERLOO,IL,38.335227418000045,-90.14621760699998,-1
1998,SOUTH TEXAS COLLEGE,30440,28233,MCALLEN,TX,26.217590835000067,-98.25363445399995,317
1999,NORTHERN ESSEX COMMUNITY COLLEGE,5282,4715,HAVERHILL,MA,42.79643376400003,-71.04741551299998,321
2000,HOLLYWOOD INSTITUTE OF BEAUTY CAREERS-WEST PALM BEACH,308,275,WEST PALM BEACH,FL,26.64961045800004,-80.05729742799997,318
2001,MILWAUKEE CAREER COLLEGE,257,231,MILWAUKEE,WI,43.074192432000075,-88.04871382399995,227
2002,ARKANSAS NORTHEASTERN COLLEGE,1580,1358,BLYTHEVILLE,AR,35.89736232700005,-89.92249131799997,-1
2003,UNIVERSITY OF CHICAGO,30198,17834,CHICAGO,IL,41.79014557900007,-87.60092236199995,374
2004,MANCHESTER COMMUNITY COLLEGE,4969,4448,MANCHESTER,CT,41.760483720000025,-72.56257691999997,411
2005,FORT LEWIS COLLEGE,4085,3469,DURANGO,CO,37.27542817300008,-107.86700261999994,-1
2006,APPLIED TECHNOLOGY SERVICES,152,126,SUNSET HILLS,MO,38.54228499900006,-90.41323584199995,341
2007,CENTURA COLLEGE-NORFOLK,269,213,NORFOLK,VA,36.908448074000034,-76.23256488199996,71
2008,IVY TECH COMMUNITY COLLEGE,70690,63809,INDIANAPOLIS,IN,39.803753,-86.158213,65
2009,BOSTON GRADUATE SCHOOL OF PSYCHOANALYSIS INC,193,142,BROOKLINE,MA,42.33930970700004,-71.13306421699997,236
2010,BRYAN COLLEGE OF HEALTH SCIENCES,889,778,LINCOLN,NE,40.79676769300005,-96.65153246399996,31
2011,NEW MEXICO STATE UNIVERSITY-GRANTS,691,622,GRANTS,NM,35.165964614000075,-107.84363828999994,-1
2012,CULVER-STOCKTON COLLEGE,1221,1006,CANTON,MO,40.12999094600008,-91.52708112,-1
2013,WILLIAM CAREY UNIVERSITY,6244,5472,HATTIESBURG,MS,31.30526390600005,-89.29181520299994,352
